#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-01T19:28:57 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5c7987698e15 
#INFO -out.max=unlimited 
#INFO queryParameters=20 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/AJ/140/631&tab:{J/AJ/140/631/catalog}&key:source=J/AJ/140/631&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/140/631/catalog
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=F225W
#-out=F275W
#-out=F336W
#-out=F435W
#-out=F606W
#-out=F625W
#-out=F658N
#-out=F814W
#

#RESOURCE=yCat_51400631
#Name: J/AJ/140/631
#Title: HST WFC3/UVIS photometry of omega Cen core (Bellini+, 2010)
#Coosys J2000_2003.290: eq_FK5 J2000    
#Table J_AJ_140_631_catalog:
#Name: J/AJ/140/631/catalog
#Title: Astrometric and photometric parameters for 32514 objects (Table 3 of the paper)
#---Details of Columns:
    Seq           (I5)    [1/32514] Star sequential number [ucd=meta.record]
    RAJ2000 (deg) (F11.7) Right ascension (J2000, Epoch J2003.29) [ucd=pos.eq.ra;meta.main]
    DEJ2000 (deg) (F11.7) Declination (J2000, Epoch J2003.29) [ucd=pos.eq.dec;meta.main]
    F225W (mag)   (F6.3)  HST F225W Vega-mag magnitude [ucd=phot.mag;em.UV]
    F275W (mag)   (F6.3)  HST F275W Vega-mag magnitude [ucd=phot.mag;em.UV.200-300nm]
    F336W (mag)   (F6.3)  HST F336W Vega-mag magnitude [ucd=phot.mag;em.opt.U]
    F435W (mag)   (F6.3)  HST F435W Vega-mag magnitude [ucd=phot.mag;em.opt.B]
    F606W (mag)   (F6.3)  HST F606W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F625W (mag)   (F6.3)  HST F625W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F658N (mag)   (F6.3)  HST F658N Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F814W (mag)   (F6.3)  HST F814W Vega-mag magnitude [ucd=phot.mag;em.opt.I]
----- ----------- ----------- ------ ------ ------ ------ ------ ------ ------ ------
31201 201.7237435 -47.4938707 22.800 21.677 20.713 20.645 19.803 19.538 19.347 19.155
31202 201.7231784 -47.4912567 24.272 22.964 21.650 21.355 20.351 20.097 19.843 19.620
31203 201.7229981 -47.4904570 24.887 23.615 21.894 21.651 20.470 20.258 20.003 19.701
31204 201.7207870 -47.4802001 22.901 21.816 20.677 20.737 19.769 19.682 19.320 19.100
31205 201.7163245 -47.4596738 20.133 19.263 18.413 18.460 17.687 17.523 17.309 17.096
31206 201.7163773 -47.4597641 22.085 21.095 20.234 20.271 19.463 19.267 19.078 18.844
31207 201.7204449 -47.4784116 20.587 19.683 18.833 18.784 17.996 17.791 17.617 17.411
31208 201.7208410 -47.4801652 20.185 19.333 18.499 18.492 17.747 17.534 17.347 17.143
31209 201.7224677 -47.4876030 23.849 22.372 21.095 20.877 19.920 19.675 19.461 19.229
31210 201.7178966 -47.4665820 23.104 21.910 20.856 20.716 19.914 19.567 19.289 19.242
31211 201.7218019 -47.4845339 19.906 19.107 18.321 18.327 17.612 17.400 17.219 17.026
31212 201.7192942 -47.4729689 20.535 19.732 18.963 19.005 18.295 18.115 17.908 17.728
31213 201.7191488 -47.4722533 23.784 22.533 21.285 21.092 20.110 19.868 19.650 19.394
31214 201.7223743 -47.4870427 24.060 22.714 21.371 21.210 20.143 19.935 19.677 19.394
31215 201.7200941 -47.4765426 20.299 19.517 18.787 18.836 18.140 17.989 17.768 17.573
31216 201.7172928 -47.4636266 22.535 21.478 20.461 20.426 19.564 19.351 19.112 18.902
31217 201.7206849 -47.4791848 23.779 22.512 21.379 21.153 20.171 19.986 19.727 19.480
31218 201.7225512 -47.4876277 22.255 21.287 20.263 20.317 19.497 19.282 19.064 18.856
31219 201.7186395 -47.4696366 21.586 20.691 19.868 19.952 19.157 18.951 18.765 18.545
31220 201.7209079 -47.4799470 21.015 20.193 19.393 19.474 18.749 18.538 18.347 18.147
31221 201.7178504 -47.4657436 20.781 19.902 19.075 19.025 18.281 18.098 17.881 17.673
31222 201.7206768 -47.4785689 20.475 19.625 18.827 18.856 18.120 17.959 17.695 17.527
31223 201.7200659 -47.4756947 23.619 22.294 21.174 21.062 20.125 19.896 19.660 19.445
31224 201.7201593 -47.4760157 19.986 19.194 18.449 18.469 17.766 17.585 17.388 17.201
31225 201.7206165 -47.4780946 21.957 20.977 20.018 20.082 19.235 19.053 18.843 18.605
31226 201.7175384 -47.4638813 24.688 23.006 21.620 21.391 20.330 20.097 19.850 19.562
31227 201.7215922 -47.4824334 23.179 21.978 20.812 20.786 19.869 19.648 19.407 19.182
31228 201.7234304 -47.4908347 21.628 20.739 19.867 19.879 19.085 18.894 18.682 18.482
31229 201.7222623 -47.4854268 23.364 22.205 20.884 20.807 19.860 19.620 19.399 19.157
31230 201.7226204 -47.4869129 20.097 18.768 17.389 17.148 16.139 15.902 15.657 15.368
31231 201.7233571 -47.4900051 24.960 23.186 21.579 21.274 20.175 19.954 19.714 19.432
31232 201.7209012 -47.4786021 24.505 23.090 21.732 21.495 20.454 20.211 19.961 19.715
31233 201.7240702 -47.4930355 24.153 22.861 21.210 20.950 19.878 19.615 19.395 19.170
31234 201.7191457 -47.4703454 24.460 22.980 21.636 21.241 20.299 19.967 19.736 19.593
31235 201.7214118 -47.4806862 21.747 20.845 19.934 19.864 19.092 18.887 18.676 18.497
31236 201.7235999 -47.4907131 23.810 22.386 21.200 21.071 20.067 19.836 19.596 19.345
31237 201.7194252 -47.4712304 23.883 22.450 21.168 20.956 19.968 19.785 19.531 19.287
31238 201.7238386 -47.4914500 22.300 21.300 20.259 20.322 19.466 19.257 19.032 18.815
31239 201.7207650 -47.4773073 23.180 22.002 20.801 20.756 19.824 19.595 19.342 19.141
31240 201.7220767 -47.4832881 24.132 22.627 21.248 21.149 20.136 19.886 19.650 19.390
31241 201.7245140 -47.4944024 24.025 22.611 21.211 20.973 20.008 19.774 19.567 19.339
31242 201.7224721 -47.4849581 23.147 21.959 20.840 20.796 19.855 19.610 19.387 19.170
31243 201.7197327 -47.4721667 21.227 20.232 19.161 19.112 18.272 18.080 17.838 17.643
31244 201.7212273 -47.4789490 24.237 22.946 21.651 21.408 20.383 20.142 19.921 19.636
31245 201.7217686 -47.4814550 23.884 22.664 21.232 21.069 20.030 19.747 19.485 19.254
31246 201.7182916 -47.4652533 21.739 20.800 19.889 19.947 19.155 18.940 18.717 18.507
31247 201.7231964 -47.4876621 23.338 22.070 20.895 20.641 19.750 19.442 19.227 19.080
31248 201.7180475 -47.4639387 20.832 19.961 19.157 19.163 18.438 18.251 18.036 17.849
31249 201.7183445 -47.4653007 22.085 21.134 20.135 20.198 19.381 19.162 18.947 18.725
31250 201.7190348 -47.4684059 21.023 20.144 19.360 19.407 18.648 18.453 18.253 18.072
31251 201.7185808 -47.4662666 20.653 19.812 19.046 19.108 18.402 18.189 18.021 17.804
31252 201.7234631 -47.4885441 21.939 20.896 20.067 20.141 19.323 19.151 18.956 18.696
31253 201.7206998 -47.4756807 22.008 21.099 20.211 20.287 19.573 19.233 19.009 18.983
31254 201.7203613 -47.4741477 24.469 23.034 21.757 21.512 20.486 20.267 20.033 19.740
31255 201.7201890 -47.4731648 24.220 22.855 21.685 21.299 20.387 20.218 19.983 19.655
31256 201.7218803 -47.4808212 22.906 21.782 20.740 20.708 19.830 19.600 19.372 19.151
31257 201.7246273 -47.4931865 20.353 19.569 18.828 18.868 18.160 17.940 17.772 17.594
31258 201.7233509 -47.4873226 23.219 22.047 21.042 20.913 20.008 19.792 19.557 19.330
31259 201.7180370 -47.4626766 23.952 22.643 21.438 21.212 20.247 20.049 19.833 19.570
31260 201.7181576 -47.4630373 22.979 21.852 20.710 20.614 19.743 19.519 19.281 19.097
31261 201.7252174 -47.4953047 24.273 22.802 21.424 21.180 20.165 19.934 19.697 19.462
31262 201.7236525 -47.4880917 22.565 21.436 20.432 20.413 19.532 19.319 19.096 18.877
31263 201.7187532 -47.4654503 23.885 22.701 21.363 21.127 20.086 19.840 19.560 19.310
31264 201.7199704 -47.4709715 24.406 22.830 21.547 21.317 20.336 20.081 19.826 19.631
31265 201.7206523 -47.4738748 24.585 23.092 21.802 21.469 20.418 20.201 19.947 19.701
31266 201.7218481 -47.4793245 24.745 23.263 21.726 21.459 20.406 20.144 19.860 19.663
31267 201.7243376 -47.4907322 20.165 19.342 18.580 18.590 17.873 17.666 17.479 17.294
31268 201.7243960 -47.4907930 22.117 21.165 20.304 20.333 19.509 19.286 19.074 18.879
31269 201.7215029 -47.4775134 24.366 23.043 21.572 21.332 20.279 20.051 19.772 19.528
31270 201.7182754 -47.4624903 23.644 22.314 21.165 21.042 20.084 19.852 19.621 19.375
31271 201.7223646 -47.4811779 23.843 22.556 21.189 21.105 20.105 19.864 19.629 19.375
31272 201.7202886 -47.4716004 23.867 22.557 21.137 21.039 20.077 19.830 19.607 19.346
31273 201.7221222 -47.4798145 22.036 21.052 20.045 20.056 19.226 18.984 18.771 18.575
31274 201.7193064 -47.4668094 24.672 23.369 21.772 21.496 20.431 20.176 19.972 19.656
31275 201.7239034 -47.4879276 22.407 21.289 20.143 20.121 19.220 19.009 18.796 18.569
31276 201.7232964 -47.4851390 22.016 21.021 19.959 19.854 19.039 18.853 18.639 18.440
31277 201.7247256 -47.4916222 22.066 21.123 20.311 20.300 19.503 19.285 19.090 18.879
31278 201.7192814 -47.4665863 21.870 20.898 20.018 20.003 19.240 19.014 18.815 18.621
31279 201.7188863 -47.4647118 20.963 20.088 19.269 19.306 18.569 18.376 18.167 17.969
31280 201.7239544 -47.4879703 23.394 22.152 20.908 20.854 19.906 19.692 19.443 19.205
31281 201.7221554 -47.4793426 21.006 20.237 19.393 19.465 18.726 18.528 18.314 18.142
31282 201.7256328 -47.4952357 24.198 22.745 21.550 21.388 20.486 20.132 19.898 19.753
31283 201.7221769 -47.4792817 20.817 19.994 19.228 19.284 18.561 18.370 18.183 17.972
31284 201.7234640 -47.4850145 23.330 22.171 20.916 20.829 19.888 19.669 19.402 19.195
31285 201.7247257 -47.4907711 24.303 22.768 21.399 21.231 20.228 19.985 19.728 19.471
31286 201.7227433 -47.4816751 23.668 22.389 21.151 20.981 20.067 19.805 19.570 19.356
31287 201.7216369 -47.4764539 24.226 23.075 21.675 21.441 20.442 20.201 19.966 19.701
31288 201.7248288 -47.4909931 22.373 22.276 22.648 23.963 23.811 24.123 23.966 24.111
31289 201.7209639 -47.4732078 20.812 19.974 19.159 19.187 18.429 18.244 18.027 17.830
31290 201.7250993 -47.4921656 22.364 21.380 20.333 20.386 19.509 19.317 19.122 18.859
31291 201.7193248 -47.4655253 23.120 21.915 20.865 20.803 19.904 19.686 19.473 19.223
31292 201.7233053 -47.4836584 23.536 22.263 20.963 20.857 19.874 19.651 19.434 19.176
31293 201.7207441 -47.4718818 22.871 21.710 20.654 20.647 19.762 19.535 19.301 19.095
31294 201.7211322 -47.4736150 20.013 19.103 18.224 18.185 17.397 17.180 16.971 16.774
31295 201.7190225 -47.4638718 24.384 23.082 21.489 21.311 20.258 19.992 19.771 19.467
31296 201.7241674 -47.4875163 24.324 22.997 21.693 21.458 20.390 20.147 19.904 19.654
31297 201.7239498 -47.4864934 23.491 22.315 21.203 21.092 20.141 19.898 19.715 19.481
31298 201.7234792 -47.4843373 24.535 23.133 21.701 21.424 20.373 20.107 19.954 19.632
31299 201.7250699 -47.4915961 21.031 20.182 19.306 19.346 18.573 18.377 18.171 17.999
31300 201.7206155 -47.4711532 22.662 21.547 20.387 20.399 19.499 19.287 19.056 18.829
31301 201.7196377 -47.4666550 22.629 21.516 20.523 20.525 19.666 19.424 19.239 18.987
31302 201.7252061 -47.4921330 20.956 20.164 19.375 19.415 18.696 18.463 18.273 18.112
31303 201.7246417 -47.4895375 24.136 22.712 21.513 21.270 20.251 20.060 19.827 19.521
31304 201.7241707 -47.4873804 23.299 22.224 20.988 20.881 19.871 19.651 19.416 19.174
31305 201.7228439 -47.4812414 24.327 23.071 21.787 21.498 20.445 20.206 19.982 19.704
31306 201.7218894 -47.4768637 22.740 21.623 20.565 20.584 19.700 19.514 19.264 19.021
31307 201.7251383 -47.4915619 21.874 20.932 20.120 20.142 19.361 19.159 18.958 18.754
31308 201.7220838 -47.4774881 22.518 21.470 20.535 20.546 19.701 19.499 19.262 19.066
31309 201.7235803 -47.4842075 22.556 21.502 20.579 20.585 19.749 19.536 19.318 19.101
31310 201.7223277 -47.4784366 21.882 20.952 20.015 20.071 19.274 19.065 18.855 18.653
31311 201.7225893 -47.4795703 24.759 23.315 21.766 21.440 20.326 20.121 19.876 19.595
31312 201.7205869 -47.4703207 22.117 21.068 20.113 20.188 19.332 19.174 18.966 18.698
31313 201.7198515 -47.4668910 24.909 23.423 21.968 21.635 20.570 20.324 20.127 19.848
31314 201.7223947 -47.4785237 24.134 22.783 21.331 21.184 20.193 19.974 19.722 19.462
31315 201.7196236 -47.4657040 24.950 24.040 22.102 21.777 20.664 20.387 20.129 19.836
31316 201.7208397 -47.4712052 23.803 22.604 21.406 21.264 20.296 20.047 19.812 19.599
31317 201.7259181 -47.4945182 21.771 20.820 19.827 19.839 19.012 18.765 18.548 18.373
31318 201.7191543 -47.4633176 23.869 22.578 21.164 20.979 19.950 19.685 19.462 19.203
31319 201.7225631 -47.4789274 23.487 22.150 21.076 21.013 20.072 19.862 19.617 19.366
31320 201.7254460 -47.4920478 20.768 19.960 19.186 19.249 18.519 18.324 18.123 17.940
31321 201.7229250 -47.4803070 22.405 21.358 20.258 20.260 19.384 19.169 18.924 18.727
31322 201.7241415 -47.4858663 20.083 19.286 18.562 18.548 17.857 17.640 17.450 17.292
31323 201.7194579 -47.4643381 20.457 19.674 18.897 18.955 18.237 18.053 17.868 17.673
31324 201.7215949 -47.4738161 23.506 22.181 20.999 20.884 19.963 19.725 19.479 19.248
31325 201.7206668 -47.4695311 24.484 22.963 21.416 21.359 20.261 20.101 19.850 19.487
31326 201.7248881 -47.4888820 23.498 22.189 21.020 20.889 19.948 19.667 19.420 19.227
31327 201.7235371 -47.4825239 23.026 21.924 20.675 20.697 19.749 19.489 19.260 19.045
31328 201.7221493 -47.4760457 21.672 20.751 19.848 19.912 19.116 18.925 18.695 18.501
31329 201.7198942 -47.4656602 21.280 20.381 19.484 19.499 18.751 18.532 18.317 18.125
31330 201.7221849 -47.4761018 21.293 20.354 19.541 19.572 18.794 18.614 18.404 18.218
31331 201.7196954 -47.4646575 25.301 23.613 21.891 21.516 20.460 20.243 20.034 19.739
31332 201.7194505 -47.4635065 22.365 21.305 20.372 20.392 19.546 19.343 19.121 18.895
31333 201.7223767 -47.4769054 22.894 21.883 20.679 20.674 19.795 19.536 19.329 19.110
31334 201.7190958 -47.4618298 23.549 22.215 20.977 20.917 19.900 19.698 19.459 19.180
31335 201.7237038 -47.4828719 21.713 20.800 19.960 19.985 19.231 18.977 18.782 18.641
31336 201.7191435 -47.4618818 23.750 22.550 21.172 21.084 20.073 19.887 19.653 19.308
31337 201.7219656 -47.4746665 24.157 22.693 21.514 21.357 20.344 20.112 19.868 19.606
31338 201.7245843 -47.4866563 23.233 21.975 20.787 20.770 19.834 19.615 19.387 19.150
31339 201.7214755 -47.4723938 25.231 23.620 22.117 21.730 20.616 20.409 20.186 19.861
31340 201.7223641 -47.4763963 22.691 21.675 20.730 20.682 19.819 19.575 19.344 19.152
31341 201.7214682 -47.4722321 21.826 20.860 19.980 20.002 19.207 19.033 18.815 18.612
31342 201.7200334 -47.4655906 22.052 21.047 20.092 20.083 19.270 19.036 18.814 18.608
31343 201.7219016 -47.4741584 24.209 22.677 21.473 21.223 20.140 19.908 19.663 19.392
31344 201.7262081 -47.4938645 22.890 21.839 20.693 20.647 19.756 19.503 19.282 19.089
31345 201.7252217 -47.4891839 22.630 21.561 20.472 20.493 19.627 19.377 19.152 18.956
31346 201.7201302 -47.4656811 24.062 22.593 21.139 21.009 20.025 19.757 19.504 19.293
31347 201.7259723 -47.4924929 25.142 23.756 21.954 21.479 20.360 20.094 19.859 19.602
31348 201.7237024 -47.4820049 21.401 20.508 19.681 19.741 18.991 18.771 18.543 18.388
31349 201.7233947 -47.4805702 21.236 20.295 19.394 19.422 18.640 18.439 18.235 18.038
31350 201.7235039 -47.4809973 21.116 20.227 19.415 19.432 18.691 18.494 18.287 18.095
31351 201.7212163 -47.4704421 20.781 19.971 19.231 19.285 18.581 18.396 18.193 18.006
31352 201.7212046 -47.4701410 20.312 19.519 18.736 18.756 18.042 17.863 17.642 17.464
31353 201.7241836 -47.4837663 20.859 20.061 19.294 19.354 18.636 18.444 18.243 18.054
31354 201.7227851 -47.4773272 21.274 20.427 19.651 19.709 18.949 18.782 18.578 18.360
31355 201.7227687 -47.4770694 22.708 21.592 20.632 20.657 19.778 19.590 19.369 19.132
31356 201.7213029 -47.4703444 22.831 21.778 20.621 20.610 19.694 19.451 19.216 18.989
31357 201.7223260 -47.4749573 20.543 19.690 18.907 18.902 18.183 17.974 17.787 17.605
31358 201.7225205 -47.4758003 21.845 20.894 20.013 20.057 19.249 19.058 18.847 18.647
31359 201.7246362 -47.4854721 22.275 21.222 20.243 20.298 19.495 19.244 19.028 18.825
31360 201.7261406 -47.4922404 22.546 21.420 20.497 20.487 19.614 19.421 19.228 18.982
31361 201.7211808 -47.4694454 23.935 22.722 21.290 21.184 20.153 19.917 19.675 19.404
31362 201.7255536 -47.4894520 23.148 22.011 20.980 20.911 20.007 19.779 19.560 19.336
31363 201.7214837 -47.4705582 24.173 22.911 21.651 21.395 20.393 20.189 19.936 19.659
31364 201.7236216 -47.4802950 23.058 21.816 20.781 20.678 19.803 19.574 19.362 19.165
31365 201.7205615 -47.4660611 21.990 21.038 20.125 20.172 19.365 19.151 18.930 18.718
31366 201.7250043 -47.4863567 24.347 22.827 21.628 21.436 20.370 20.108 19.804 19.613
31367 201.7210459 -47.4681978 16.214 15.933 15.902 16.627 16.598 16.566 16.496 16.601
31368 201.7207149 -47.4666202 23.168 21.953 20.843 20.665 19.810 19.576 19.360 19.143
31369 201.7228711 -47.4765058 22.937 21.802 20.813 20.761 19.874 19.665 19.425 19.206
31370 201.7255591 -47.4887882 23.222 22.059 20.965 20.837 19.915 19.699 19.474 19.266
31371 201.7258083 -47.4898452 24.620 23.119 21.545 21.402 20.286 20.079 19.848 19.518
31372 201.7206391 -47.4660836 23.979 22.560 21.124 20.918 19.894 19.617 19.378 19.104
31373 201.7227251 -47.4756286 22.648 21.613 20.668 20.616 19.764 19.563 19.340 19.128
31374 201.7265622 -47.4930632 21.198 20.357 19.531 19.567 18.815 18.601 18.393 18.226
31375 201.7265676 -47.4928501 25.263 24.027 22.304 21.786 20.677 20.377 20.163 19.904
31376 201.7246779 -47.4841492 22.231 21.210 20.285 20.241 19.430 19.207 19.016 18.807
31377 201.7261966 -47.4910548 24.203 22.776 21.414 21.121 20.128 19.899 19.675 19.457
31378 201.7219788 -47.4715101 23.919 22.564 21.416 21.210 20.240 20.039 19.780 19.551
31379 201.7223573 -47.4730309 22.582 21.550 20.449 20.485 19.584 19.450 19.185 18.918
31380 201.7218833 -47.4702405 21.654 20.758 19.867 19.907 19.126 18.935 18.686 18.502
31381 201.7227953 -47.4742043 24.565 22.979 21.528 21.297 20.268 20.033 19.775 19.518
31382 201.7218906 -47.4700583 21.224 20.372 19.551 19.593 18.855 18.668 18.467 18.266
31383 201.7237899 -47.4785825 24.531 23.176 21.766 21.410 20.376 20.203 19.953 19.620
31384 201.7249768 -47.4839963 22.961 21.801 20.622 20.604 19.669 19.467 19.213 18.985
31385 201.7252821 -47.4853058 20.860 20.001 19.223 19.235 18.514 18.326 18.117 17.926
31386 201.7236105 -47.4776571 21.030 20.194 19.358 19.433 18.680 18.492 18.254 18.089
31387 201.7204439 -47.4629781 22.699 21.471 20.400 20.379 19.503 19.287 19.055 18.842
31388 201.7263609 -47.4900214 22.818 21.757 20.610 20.553 19.629 19.393 19.180 18.947
31389 201.7244667 -47.4812741 21.991 21.009 20.102 20.093 19.292 19.088 18.881 18.684
31390 201.7225466 -47.4724400 21.580 20.594 19.753 19.816 19.031 18.855 18.652 18.428
31391 201.7239629 -47.4782808 20.565 19.763 18.971 19.016 18.283 18.122 17.898 17.713
31392 201.7226431 -47.4722157 21.414 20.504 19.694 19.715 18.981 18.776 18.574 18.416
31393 201.7257762 -47.4865572 20.552 19.693 18.930 18.930 18.192 18.024 17.826 17.621
31394 201.7246789 -47.4815057 21.407 20.480 19.523 19.584 18.762 18.559 18.355 18.156
31395 201.7234949 -47.4760274 20.915 20.068 19.311 19.396 18.668 18.478 18.265 18.088
31396 201.7274099 -47.4939504 23.558 22.409 21.105 20.985 20.026 19.768 19.552 19.296
31397 201.7238474 -47.4775455 22.007 21.036 20.174 20.199 19.407 19.200 18.981 18.784
31398 201.7205798 -47.4624489 21.950 21.001 20.115 20.113 19.323 19.122 18.893 18.698
31399 201.7237649 -47.4770371 24.797 23.202 21.867 21.461 20.443 20.228 19.911 19.678
31400 201.7247665 -47.4813525 24.542 23.142 21.913 21.622 20.573 20.328 20.075 19.818
31401 201.7206649 -47.4624693 23.687 22.442 21.082 20.853 19.929 19.714 19.465 19.272
31402 201.7249078 -47.4817476 23.920 22.617 21.415 21.250 20.265 20.048 19.773 19.562
31403 201.7246552 -47.4805097 24.926 23.455 21.710 21.430 20.423 20.102 19.837 19.657
31404 201.7216412 -47.4665688 21.349 20.487 19.646 19.688 18.941 18.730 18.515 18.325
31405 201.7266316 -47.4893762 21.088 20.264 19.488 19.507 18.777 18.584 18.375 18.203
31406 201.7222583 -47.4691248 21.346 20.477 19.650 19.731 18.965 18.755 18.536 18.347
31407 201.7245812 -47.4797545 24.326 22.905 21.484 21.317 20.238 20.016 19.759 19.512
31408 201.7248470 -47.4809265 20.788 19.926 19.109 19.161 18.417 18.228 18.043 17.838
31409 201.7246432 -47.4797217 23.865 22.391 21.156 21.011 20.015 19.788 19.574 19.293
31410 201.7225400 -47.4699857 24.587 23.255 21.879 21.607 20.581 20.338 20.085 19.826
31411 201.7247253 -47.4797828 23.987 22.627 21.190 21.060 20.096 19.823 19.595 19.371
31412 201.7228839 -47.4711786 22.867 21.666 20.621 20.501 19.668 19.453 19.230 19.032
31413 201.7276522 -47.4929766 24.552 23.051 21.528 21.369 20.332 20.043 19.794 19.544
31414 201.7245307 -47.4786010 22.912 21.750 20.600 20.607 19.705 19.502 19.260 19.050
31415 201.7260183 -47.4854053 21.446 20.577 19.773 19.834 19.071 18.883 18.681 18.455
31416 201.7219830 -47.4668142 22.729 21.639 20.673 20.659 19.798 19.564 19.367 19.137
31417 201.7215175 -47.4646824 20.922 20.040 19.097 19.104 18.343 18.169 17.943 17.733
31418 201.7248029 -47.4797391 24.646 23.046 21.425 21.282 20.268 19.947 19.712 19.508
31419 201.7224632 -47.4689376 20.320 19.521 18.746 18.755 18.062 17.891 17.667 17.478
31420 201.7256909 -47.4837497 22.648 21.571 20.528 20.479 19.599 19.367 19.153 18.911
31421 201.7280801 -47.4946744 23.322 22.148 21.027 20.857 20.208 19.721 19.506 19.494
31422 201.7210624 -47.4624195 21.959 21.062 20.144 20.112 19.311 19.117 18.907 18.693
31423 201.7244305 -47.4776573 24.159 23.120 21.791 21.546 20.535 20.268 20.063 19.782
31424 201.7278423 -47.4931954 21.837 20.915 20.071 20.100 19.347 19.084 18.904 18.758
31425 201.7268708 -47.4886361 25.284 23.585 22.093 21.773 20.607 20.516 20.174 19.887
31426 201.7230453 -47.4710132 23.425 22.263 20.889 20.942 19.855 19.653 19.440 19.152
31427 201.7268897 -47.4885800 23.644 22.460 21.112 21.026 20.035 19.803 19.569 19.329
31428 201.7212338 -47.4625569 22.756 21.663 20.642 20.547 19.718 19.464 19.235 19.049
31429 201.7230477 -47.4708718 24.170 22.795 21.462 21.279 20.285 20.036 19.776 19.547
31430 201.7256788 -47.4829279 22.654 21.593 20.511 20.535 19.635 19.429 19.176 18.948
31431 201.7275758 -47.4915722 22.458 21.379 20.164 20.101 19.211 18.967 18.741 18.552
31432 201.7231075 -47.4709131 24.863 23.295 21.764 21.390 20.330 20.114 19.906 19.605
31433 201.7249825 -47.4793024 24.619 23.198 21.709 21.436 20.366 20.152 19.914 19.589
31434 201.7261358 -47.4843741 24.032 22.662 21.308 21.077 20.038 19.766 19.500 19.248
31435 201.7231093 -47.4704535 23.418 22.240 20.944 20.867 19.965 19.677 19.446 19.234
31436 201.7253848 -47.4808501 25.043 23.415 21.990 21.697 20.601 20.362 20.120 19.839
31437 201.7242821 -47.4757528 20.988 20.129 19.330 19.380 18.641 18.464 18.255 18.073
31438 201.7232392 -47.4709105 21.420 20.548 19.767 19.815 19.066 18.870 18.645 18.475
31439 201.7244286 -47.4762662 21.191 20.367 19.590 19.646 18.905 18.724 18.520 18.325
31440 201.7221717 -47.4658611 24.176 22.793 21.500 21.300 20.299 20.076 19.824 19.568
31441 201.7216099 -47.4632340 23.494 22.289 21.149 21.024 20.073 19.833 19.600 19.378
31442 201.7236290 -47.4723497 21.356 20.468 19.585 19.650 18.866 18.669 18.459 18.258
31443 201.7253448 -47.4800391 21.363 20.478 19.595 19.618 18.862 18.637 18.431 18.266
31444 201.7244501 -47.4758856 24.013 22.612 21.300 21.016 20.032 19.823 19.549 19.343
31445 201.7277568 -47.4909202 23.745 22.380 21.215 21.002 20.001 19.859 19.611 19.339
31446 201.7267499 -47.4862278 22.383 21.339 20.401 20.440 19.580 19.381 19.162 18.935
31447 201.7257009 -47.4812461 24.077 22.649 21.438 21.251 20.241 20.033 19.792 19.561
31448 201.7273568 -47.4888100 22.982 21.832 20.680 20.728 19.742 19.583 19.355 19.072
31449 201.7261126 -47.4830751 24.707 22.875 21.612 21.399 20.344 20.078 19.816 19.557
31450 201.7244720 -47.4754101 22.367 21.309 20.265 20.162 19.420 19.187 18.855 18.780
31451 201.7217104 -47.4626353 20.592 19.787 19.027 19.071 18.378 18.183 17.991 17.797
31452 201.7282938 -47.4928361 20.321 19.540 18.782 18.816 18.108 17.889 17.721 17.546
31453 201.7261869 -47.4830484 23.588 22.311 20.965 20.957 19.968 19.735 19.483 19.235
31454 201.7217663 -47.4625828 20.183 19.351 18.549 18.525 17.799 17.601 17.407 17.197
31455 201.7265257 -47.4843829 22.955 21.808 20.711 20.701 19.782 19.554 19.315 19.101
31456 201.7228014 -47.4672550 23.281 22.256 20.990 20.949 20.051 19.761 19.512 19.300
31457 201.7284863 -47.4932572 23.317 22.063 20.783 20.760 19.827 19.574 19.352 19.113
31458 201.7259265 -47.4814709 24.726 23.101 21.634 21.383 20.294 20.081 19.806 19.525
31459 201.7241965 -47.4735310 23.185 21.960 20.800 20.753 19.836 19.625 19.382 19.141
31460 201.7258921 -47.4812301 23.616 22.442 21.301 21.123 20.164 19.911 19.656 19.436
31461 201.7228262 -47.4671493 23.265 22.152 21.031 20.830 19.969 19.734 19.526 19.297
31462 201.7221544 -47.4640040 22.287 21.017 19.716 19.421 18.515 18.308 18.098 17.885
31463 201.7259946 -47.4816127 23.449 22.156 21.053 20.936 19.983 19.745 19.525 19.282
31464 201.7229632 -47.4674999 24.445 22.979 21.684 21.309 20.350 20.215 19.982 19.604
31465 201.7228810 -47.4671044 21.366 20.492 19.653 19.735 18.959 18.772 18.563 18.350
31466 201.7257813 -47.4803918 24.947 23.695 22.216 21.666 20.672 20.371 20.092 19.920
